ward_id,rainfall,date
060E,0.0,2022-02-15
085S,0.0,2022-02-15
029N,0.0,2022-02-16
060E,0.0,2022-02-16
085S,0.0,2022-02-16
029N,0.0,2022-02-17
060E,0.0,2022-02-17
085S,0.0,2022-02-17
029N,0.0,2022-02-18
060E,0.0,2022-02-18
085S,0.0,2022-02-18
029N,0.0,2022-02-19
060E,0.0,2022-02-19
085S,0.0,2022-02-19
029N,0.0,2022-02-20
060E,0.0,2022-02-20
085S,0.0,2022-02-20
029N,0.0,2022-02-21
060E,0.0,2022-02-21
085S,0.0,2022-02-21
029N,0.0,2022-02-22
060E,0.0,2022-02-22
085S,0.0,2022-02-22
029N,0.0,2022-02-23
060E,0.0,2022-02-23
085S,0.0,2022-02-23
029N,0.0,2022-02-24
060E,0.0,2022-02-24
085S,0.0,2022-02-24
029N,0.0,2022-02-25
060E,0.0,2022-02-25
085S,0.0,2022-02-25
029N,4.216383934020996,2022-02-26
060E,3.5433270931243896,2022-02-26
085S,1.085834264755249,2022-02-26
029N,0.8456147909164429,2022-02-27
060E,0.2630999982357025,2022-02-27
085S,1.2159981727600098,2022-02-27
029N,0.0,2022-02-28
060E,0.0,2022-02-28
085S,0.0,2022-02-28
029N,0.0,2022-03-01
060E,0.0,2022-03-01
085S,0.0,2022-03-01
029N,0.0,2022-03-02
060E,0.0,2022-03-02
085S,0.0,2022-03-02
029N,0.0,2022-03-03
060E,0.0,2022-03-03
085S,0.0,2022-03-03
029N,0.0,2022-03-04
060E,0.0,2022-03-04
085S,0.0,2022-03-04
029N,0.0,2022-03-05
060E,0.0,2022-03-05
085S,0.0,2022-03-05
029N,0.0,2022-03-06
060E,0.0,2022-03-06
085S,0.0,2022-03-06
029N,0.0,2022-03-07
060E,0.0,2022-03-07
085S,0.0,2022-03-07
029N,0.0,2022-03-08
060E,0.0,2022-03-08
085S,0.0,2022-03-08
029N,0.0,2022-03-09
060E,0.0,2022-03-09
085S,0.0,2022-03-09
029N,0.0,2022-03-10
060E,0.0,2022-03-10
085S,0.0,2022-03-10
029N,0.0,2022-03-11
060E,0.0,2022-03-11
085S,0.0,2022-03-11
029N,0.0,2022-03-12
060E,0.0,2022-03-12
085S,0.0,2022-03-12
029N,0.0,2022-03-13
060E,0.0,2022-03-13
085S,0.0,2022-03-13
029N,0.0,2022-03-14
060E,0.0,2022-03-14
085S,0.0,2022-03-14
029N,0.0,2022-03-15
060E,0.0,2022-03-15
085S,0.0,2022-03-15
029N,0.0,2022-03-16
060E,0.0,2022-03-16
085S,0.0,2022-03-16
029N,0.0,2022-03-17
060E,0.0,2022-03-17
085S,0.0,2022-03-17
029N,0.0,2022-03-18
060E,0.0,2022-03-18
085S,0.0,2022-03-18
029N,0.0,2022-03-19
060E,0.0,2022-03-19
085S,0.0,2022-03-19
029N,0.0,2022-03-20
060E,0.0,2022-03-20
085S,0.0,2022-03-20
029N,0.0,2022-03-21
060E,0.0,2022-03-21
085S,0.0,2022-03-21
029N,0.0,2022-03-22
060E,0.0,2022-03-22
085S,0.0,2022-03-22
029N,0.0,2022-03-23
060E,0.0,2022-03-23
085S,0.0,2022-03-23
029N,0.0,2022-03-24
060E,0.0,2022-03-24
085S,0.0,2022-03-24
029N,0.0,2022-03-25
060E,0.0,2022-03-25
085S,0.0,2022-03-25
029N,0.0,2022-03-26
060E,0.0,2022-03-26
085S,0.0,2022-03-26
029N,0.0,2022-03-27
060E,0.0,2022-03-27
085S,0.0,2022-03-27
029N,0.0,2022-03-28
060E,0.0,2022-03-28
085S,0.0,2022-03-28
029N,0.0,2022-03-29
060E,0.0,2022-03-29
085S,0.0,2022-03-29
029N,0.0,2022-03-30
060E,0.0,2022-03-30
085S,0.0,2022-03-30
029N,0.0,2022-03-31
060E,0.0,2022-03-31
085S,0.0,2022-03-31
029N,0.0,2022-04-01
060E,0.0,2022-04-01
085S,0.0,2022-04-01
029N,0.0,2022-04-02
060E,0.0,2022-04-02
085S,0.0,2022-04-02
029N,0.0,2022-04-03
060E,0.0,2022-04-03
085S,0.0,2022-04-03
029N,0.0,2022-04-04
060E,0.0,2022-04-04
085S,0.0,2022-04-04
029N,0.0,2022-04-05
060E,0.0,2022-04-05
085S,0.0,2022-04-05
029N,0.0,2022-04-06
060E,0.0,2022-04-06
085S,0.0,2022-04-06
029N,0.0,2022-04-07
060E,0.0,2022-04-07
085S,0.0,2022-04-07
029N,0.0,2022-04-08
060E,0.0,2022-04-08
085S,0.0,2022-04-08
029N,0.0,2022-04-09
060E,0.0,2022-04-09
085S,0.0,2022-04-09
029N,0.0,2022-04-10
060E,0.0,2022-04-10
085S,0.0,2022-04-10
029N,0.0,2022-04-11
060E,0.0,2022-04-11
085S,0.0,2022-04-11
029N,0.0,2022-04-12
060E,0.0,2022-04-12
085S,0.0,2022-04-12
029N,0.0,2022-04-13
060E,0.0,2022-04-13
085S,0.0,2022-04-13
029N,0.0,2022-04-14
060E,0.0,2022-04-14
085S,0.0,2022-04-14
029N,0.0,2022-04-15
060E,0.0,2022-04-15
085S,0.0,2022-04-15
029N,0.0,2022-04-16
060E,0.0,2022-04-16
085S,0.0,2022-04-16
029N,0.0,2022-04-17
060E,0.0,2022-04-17
085S,0.0,2022-04-17
029N,0.0,2022-04-18
060E,0.0,2022-04-18
085S,0.0,2022-04-18
029N,0.0,2022-04-19
060E,0.0,2022-04-19
085S,0.0,2022-04-19
029N,0.0,2022-04-20
060E,0.0,2022-04-20
085S,0.0,2022-04-20
029N,0.0,2022-04-21
060E,0.0,2022-04-21
085S,0.0,2022-04-21
029N,0.0,2022-04-22
060E,0.0,2022-04-22
085S,0.0,2022-04-22
029N,0.0,2022-04-23
060E,0.0,2022-04-23
085S,0.0,2022-04-23
029N,0.0,2022-04-24
060E,0.0,2022-04-24
085S,0.0,2022-04-24
029N,0.0,2022-04-25
060E,0.0,2022-04-25
085S,0.0,2022-04-25
029N,0.0,2022-04-26
060E,0.0,2022-04-26
085S,0.0,2022-04-26
029N,0.0,2022-04-27
060E,0.0,2022-04-27
085S,0.0,2022-04-27
029N,0.0,2022-04-28
060E,0.0,2022-04-28
085S,0.0,2022-04-28
029N,0.0,2022-04-29
060E,0.0,2022-04-29
085S,0.0,2022-04-29
029N,0.0,2022-04-30
060E,0.0,2022-04-30
085S,0.0,2022-04-30
029N,0.0,2022-05-01
060E,0.0,2022-05-01
085S,0.0,2022-05-01
029N,0.0,2022-05-02
060E,0.0,2022-05-02
085S,0.0,2022-05-02
029N,0.0,2022-05-03
060E,0.0,2022-05-03
085S,0.0,2022-05-03
029N,0.0,2022-05-04
060E,0.0,2022-05-04
085S,0.0,2022-05-04
029N,9.584502220153809,2022-05-05
060E,2.1881651878356934,2022-05-05
085S,0.48230665922164917,2022-05-05
029N,0.0,2022-05-06
060E,0.0,2022-05-06
085S,0.0,2022-05-06
029N,0.1259002387523651,2022-05-07
060E,0.13371655344963074,2022-05-07
085S,0.0,2022-05-07
029N,0.0,2022-05-08
060E,0.0,2022-05-08
085S,0.0,2022-05-08
029N,0.0,2022-05-09
060E,0.0,2022-05-09
085S,0.0,2022-05-09
029N,0.0,2022-05-10
060E,0.0,2022-05-10
085S,0.0,2022-05-10
029N,0.0,2022-05-11
060E,0.0,2022-05-11
085S,0.0,2022-05-11
029N,0.0,2022-05-12
060E,0.0,2022-05-12
085S,0.0,2022-05-12
029N,0.0,2022-05-13
060E,0.0,2022-05-13
085S,0.0,2022-05-13
029N,0.0,2022-05-14
060E,0.0,2022-05-14
085S,0.0,2022-05-14
029N,0.0,2022-05-15
060E,0.0,2022-05-15
085S,0.0,2022-05-15
029N,0.0,2022-05-16
060E,0.0,2022-05-16
085S,0.0,2022-05-16
029N,0.0,2022-05-17
060E,0.0,2022-05-17
085S,0.0,2022-05-17
029N,0.8352429270744324,2022-05-18
060E,0.0,2022-05-18
085S,0.0,2022-05-18
029N,0.0,2022-05-19
060E,0.0,2022-05-19
085S,0.0,2022-05-19
029N,0.0,2022-05-20
060E,0.0,2022-05-20
085S,0.0,2022-05-20
029N,1.214865803718567,2022-05-21
060E,0.3306560516357422,2022-05-21
085S,0.48230665922164917,2022-05-21
029N,0.0,2022-05-22
060E,0.12034489214420319,2022-05-22
085S,0.5450042486190796,2022-05-22
029N,19.676624298095703,2022-05-23
060E,9.787315368652344,2022-05-23
085S,49.61097717285156,2022-05-23
029N,15.274548530578613,2022-05-24
060E,10.993931770324707,2022-05-24
085S,12.293991088867188,2022-05-24
029N,0.0,2022-05-25
060E,0.0,2022-05-25
085S,0.0,2022-05-25
029N,0.0,2022-05-26
060E,0.0,2022-05-26
085S,0.0,2022-05-26
029N,0.0,2022-05-27
060E,0.0,2022-05-27
085S,0.0,2022-05-27
029N,0.0,2022-05-28
060E,0.0,2022-05-28
085S,0.0,2022-05-28
029N,0.0,2022-05-29
060E,0.0,2022-05-29
085S,0.0,2022-05-29
029N,2.8506994247436523,2022-05-30
060E,0.9707248210906982,2022-05-30
085S,1.394156575202942,2022-05-30
029N,12.857436180114746,2022-05-31
060E,6.1690802574157715,2022-05-31
085S,3.500649929046631,2022-05-31
029N,0.0,2022-06-01
060E,0.0,2022-06-01
085S,0.0,2022-06-01
029N,0.0,2022-06-02
060E,0.0,2022-06-02
085S,0.0,2022-06-02
029N,0.0,2022-06-03
060E,0.0,2022-06-03
085S,0.0,2022-06-03
029N,0.0,2022-06-04
060E,0.0,2022-06-04
085S,0.0,2022-06-04
029N,0.0,2022-06-05
060E,0.0,2022-06-05
085S,0.0,2022-06-05
029N,0.0,2022-06-06
060E,0.0,2022-06-06
085S,0.0,2022-06-06
029N,0.0,2022-06-07
060E,0.0,2022-06-07
085S,0.0,2022-06-07
029N,0.0,2022-06-08
060E,0.0,2022-06-08
085S,0.0,2022-06-08
029N,0.0,2022-06-09
060E,0.0,2022-06-09
085S,0.0,2022-06-09
029N,0.0,2022-06-10
060E,0.0,2022-06-10
085S,0.0,2022-06-10
029N,0.0,2022-06-11
060E,0.0,2022-06-11
085S,0.0,2022-06-11
029N,0.0,2022-06-12
060E,0.0,2022-06-12
085S,0.0,2022-06-12
029N,0.0,2022-06-13
060E,0.0,2022-06-13
085S,0.0,2022-06-13
029N,0.0,2022-06-14
060E,0.0,2022-06-14
085S,0.0,2022-06-14
029N,0.0,2022-06-15
060E,0.0,2022-06-15
085S,0.0,2022-06-15
029N,4.954165458679199,2022-06-16
060E,3.5743582248687744,2022-06-16
085S,1.4457985162734985,2022-06-16
029N,3.5112266540527344,2022-06-17
060E,8.618096351623535,2022-06-17
085S,3.9605631828308105,2022-06-17
029N,8.779745101928711,2022-06-18
060E,8.076931953430176,2022-06-18
085S,4.953620910644531,2022-06-18
029N,0.0,2022-06-19
060E,0.0,2022-06-19
085S,1.2789928913116455,2022-06-19
029N,0.0,2022-06-20
060E,0.0,2022-06-20
085S,9.536147117614746,2022-06-20
029N,0.0,2022-06-21
060E,0.0,2022-06-21
085S,0.0,2022-06-21
029N,2.019784927368164,2022-06-22
060E,0.0,2022-06-22
085S,0.0,2022-06-22
029N,0.35223740339279175,2022-06-23
060E,0.0,2022-06-23
085S,0.0,2022-06-23
029N,0.0,2022-06-24
060E,0.0,2022-06-24
085S,0.0,2022-06-24
029N,0.0,2022-06-25
060E,0.0,2022-06-25
085S,0.0,2022-06-25
029N,0.0,2022-06-26
060E,0.0,2022-06-26
085S,0.0,2022-06-26
029N,0.0,2022-06-27
060E,0.0,2022-06-27
085S,0.0,2022-06-27
029N,0.0,2022-06-28
060E,0.0,2022-06-28
085S,0.0,2022-06-28
029N,0.0,2022-06-29
060E,0.0,2022-06-29
085S,0.0,2022-06-29
029N,0.9297254085540771,2022-06-30
060E,0.5348975658416748,2022-06-30
085S,0.5813215374946594,2022-06-30
029N,70.50251770019531,2022-07-01
060E,30.280174255371094,2022-07-01
085S,36.14547348022461,2022-07-01
029N,8.476215362548828,2022-07-02
060E,5.208714962005615,2022-07-02
085S,5.388200283050537,2022-07-02
029N,0.0,2022-07-03
060E,0.0,2022-07-03
085S,0.0,2022-07-03
029N,9.294700622558594,2022-07-04
060E,4.797547340393066,2022-07-04
085S,2.892056465148926,2022-07-04
029N,0.30406367778778076,2022-07-05
060E,0.0,2022-07-05
085S,0.0,2022-07-05
029N,0.0,2022-07-06
060E,0.0,2022-07-06
085S,0.0,2022-07-06
029N,0.0,2022-07-07
060E,0.0,2022-07-07
085S,0.0,2022-07-07
029N,0.0,2022-07-08
060E,0.0,2022-07-08
085S,0.0,2022-07-08
029N,0.0,2022-07-09
060E,0.0,2022-07-09
085S,0.0,2022-07-09
029N,0.0,2022-07-10
060E,0.0,2022-07-10
085S,0.0,2022-07-10
029N,2.4656617641448975,2022-07-11
060E,0.0,2022-07-11
085S,0.0,2022-07-11
029N,25.868892669677734,2022-07-12
060E,8.558334350585938,2022-07-12
085S,0.0,2022-07-12
029N,0.564978301525116,2022-07-13
060E,0.9074805974960327,2022-07-13
085S,4.821580410003662,2022-07-13
029N,0.23634803295135498,2022-07-14
060E,0.14345291256904602,2022-07-14
085S,12.113527297973633,2022-07-14
029N,2.0068469047546387,2022-07-15
060E,0.0,2022-07-15
085S,0.0,2022-07-15
029N,1.05671226978302,2022-07-16
060E,0.0,2022-07-16
085S,0.0,2022-07-16
029N,29.261119842529297,2022-07-17
060E,18.219572067260742,2022-07-17
085S,17.990413665771484,2022-07-17
029N,0.5349665284156799,2022-07-18
060E,0.21695932745933533,2022-07-18
085S,0.1259896159172058,2022-07-18
029N,0.35223740339279175,2022-07-19
060E,0.0,2022-07-19
085S,0.0,2022-07-19
029N,2.792283296585083,2022-07-20
060E,0.6916907429695129,2022-07-20
085S,2.315009355545044,2022-07-20
029N,21.55058479309082,2022-07-21
060E,23.46052360534668,2022-07-21
085S,14.574196815490723,2022-07-21
029N,1.0800725221633911,2022-07-22
060E,1.769771695137024,2022-07-22
085S,1.0810655355453491,2022-07-22
029N,20.886516571044922,2022-07-23
060E,13.802275657653809,2022-07-23
085S,12.410022735595703,2022-07-23
029N,2.674535036087036,2022-07-24
060E,0.0,2022-07-24
085S,0.0,2022-07-24
029N,4.185338020324707,2022-07-25
060E,3.1867856979370117,2022-07-25
085S,2.6412301063537598,2022-07-25
029N,2.275892496109009,2022-07-26
060E,0.0,2022-07-26
085S,0.9640188813209534,2022-07-26
029N,0.52835613489151,2022-07-27
060E,0.0,2022-07-27
085S,0.0,2022-07-27
029N,0.35223740339279175,2022-07-28
060E,0.13008125126361847,2022-07-28
085S,0.48230665922164917,2022-07-28
029N,2.3337950706481934,2022-07-29
060E,9.046364784240723,2022-07-29
085S,13.863261222839355,2022-07-29
029N,22.54572105407715,2022-07-30
060E,17.262657165527344,2022-07-30
085S,13.28792953491211,2022-07-30
029N,10.791777610778809,2022-07-31
060E,12.398736000061035,2022-07-31
085S,16.53080940246582,2022-07-31
029N,1.9631000757217407,2022-08-01
060E,3.645875930786133,2022-08-01
085S,1.380444884300232,2022-08-01
029N,0.0,2022-08-02
060E,1.9324922561645508,2022-08-02
085S,0.7056801319122314,2022-08-02
029N,0.0,2022-08-03
060E,0.0,2022-08-03
085S,0.0,2022-08-03
029N,0.8388245105743408,2022-08-04
060E,0.3463427722454071,2022-08-04
085S,12.72122859954834,2022-08-04
029N,15.645916938781738,2022-08-05
060E,3.6197245121002197,2022-08-05
085S,0.1259896159172058,2022-08-05
029N,12.753196716308594,2022-08-06
060E,3.6120071411132812,2022-08-06
085S,11.786376953125,2022-08-06
029N,0.0,2022-08-07
060E,0.1951218694448471,2022-08-07
085S,1.0384340286254883,2022-08-07
029N,7.827574253082275,2022-08-08
060E,1.0554882287979126,2022-08-08
085S,3.2706198692321777,2022-08-08
029N,0.0,2022-08-09
060E,0.0,2022-08-09
085S,0.0,2022-08-09
029N,0.0,2022-08-10
060E,0.0,2022-08-10
085S,0.0,2022-08-10
029N,0.0,2022-08-11
060E,0.0,2022-08-11
085S,0.0,2022-08-11
029N,0.0,2022-08-12
060E,0.0,2022-08-12
085S,0.0,2022-08-12
029N,0.0,2022-08-13
060E,0.0,2022-08-13
085S,0.0,2022-08-13
029N,0.0,2022-08-14
060E,0.0,2022-08-14
085S,0.0,2022-08-14
029N,5.354879856109619,2022-08-15
060E,2.2358763217926025,2022-08-15
085S,0.6079990863800049,2022-08-15
029N,1.0709606409072876,2022-08-16
060E,0.6260511875152588,2022-08-16
085S,0.48230665922164917,2022-08-16
029N,3.8848791122436523,2022-08-17
060E,1.159946084022522,2022-08-17
085S,3.133507251739502,2022-08-17
029N,0.0,2022-08-18
060E,0.0,2022-08-18
085S,0.0,2022-08-18
029N,0.0,2022-08-19
060E,0.0,2022-08-19
085S,0.0,2022-08-19
029N,2.235048532485962,2022-08-20
060E,1.0350677967071533,2022-08-20
085S,0.0,2022-08-20
029N,4.034943580627441,2022-08-21
060E,3.103916645050049,2022-08-21
085S,0.0,2022-08-21
029N,0.0,2022-08-22
060E,0.0,2022-08-22
085S,0.0,2022-08-22
029N,0.0,2022-08-23
060E,0.0,2022-08-23
085S,0.0,2022-08-23
029N,0.0,2022-08-24
060E,0.0,2022-08-24
085S,0.0,2022-08-24
029N,1.3142603635787964,2022-08-25
060E,0.5616094470024109,2022-08-25
085S,0.0,2022-08-25
029N,0.0,2022-08-26
060E,0.0,2022-08-26
085S,0.0,2022-08-26
029N,0.0,2022-08-27
060E,0.0,2022-08-27
085S,0.0,2022-08-27
029N,0.0,2022-08-28
060E,0.0,2022-08-28
085S,0.0,2022-08-28
029N,0.0,2022-08-29
060E,0.0,2022-08-29
085S,0.0,2022-08-29
029N,4.0597004890441895,2022-08-30
060E,0.0,2022-08-30
085S,37.15862274169922,2022-08-30
029N,0.41732993721961975,2022-08-31
060E,0.0,2022-08-31
085S,0.0,2022-08-31
029N,0.0,2022-09-01
060E,0.0,2022-09-01
085S,0.0,2022-09-01
029N,0.0,2022-09-02
060E,0.0,2022-09-02
085S,0.0,2022-09-02
029N,3.399354934692383,2022-09-03
060E,2.7321009635925293,2022-09-03
085S,1.2057666778564453,2022-09-03
029N,0.0,2022-09-04
060E,0.0,2022-09-04
085S,0.0,2022-09-04
029N,0.0,2022-09-05
060E,0.0,2022-09-05
085S,0.0,2022-09-05
029N,0.0,2022-09-06
060E,0.0,2022-09-06
085S,0.0,2022-09-06
029N,0.0,2022-09-07
060E,0.0,2022-09-07
085S,0.4301377236843109,2022-09-07
029N,0.0,2022-09-08
060E,0.0,2022-09-08
085S,0.0,2022-09-08
029N,0.0,2022-09-09
060E,0.0,2022-09-09
085S,0.0,2022-09-09
029N,0.0,2022-09-10
060E,0.0,2022-09-10
085S,0.0,2022-09-10
029N,2.5144295692443848,2022-09-11
060E,1.1644511222839355,2022-09-11
085S,0.0,2022-09-11
029N,0.0,2022-09-12
060E,0.0,2022-09-12
085S,0.0,2022-09-12
029N,12.966423034667969,2022-09-13
060E,3.1509242057800293,2022-09-13
085S,0.48230665922164917,2022-09-13
029N,0.0,2022-09-14
060E,0.0,2022-09-14
085S,0.0,2022-09-14
029N,6.629322052001953,2022-09-15
060E,5.903825759887695,2022-09-15
085S,1.1333650350570679,2022-09-15
029N,7.343591213226318,2022-09-16
060E,3.2143197059631348,2022-09-16
085S,1.394156575202942,2022-09-16
029N,5.9065752029418945,2022-09-17
060E,4.767652988433838,2022-09-17
085S,2.519148588180542,2022-09-17
029N,0.0,2022-09-18
060E,0.0,2022-09-18
085S,0.0,2022-09-18
029N,0.0,2022-09-19
060E,0.0,2022-09-19
085S,0.0,2022-09-19
029N,0.506140410900116,2022-09-20
060E,0.8521506190299988,2022-09-20
085S,0.48230665922164917,2022-09-20
029N,36.07917785644531,2022-09-21
060E,19.148754119873047,2022-09-21
085S,2.7250213623046875,2022-09-21
029N,5.545642375946045,2022-09-22
060E,5.317500114440918,2022-09-22
085S,7.238243579864502,2022-09-22
029N,67.24168395996094,2022-09-23
060E,34.67612838745117,2022-09-23
085S,95.03874206542969,2022-09-23
029N,25.706453323364258,2022-09-24
060E,20.296979904174805,2022-09-24
085S,14.817601203918457,2022-09-24
029N,23.523414611816406,2022-09-25
060E,15.172160148620605,2022-09-25
085S,12.858492851257324,2022-09-25
029N,0.0,2022-09-26
060E,0.0,2022-09-26
085S,0.0,2022-09-26
029N,0.0,2022-09-27
060E,0.0,2022-09-27
085S,0.0,2022-09-27
029N,0.0,2022-09-28
060E,0.0,2022-09-28
085S,0.0,2022-09-28
029N,0.0,2022-09-29
060E,0.0,2022-09-29
085S,0.0,2022-09-29
029N,0.0,2022-09-30
060E,0.0,2022-09-30
085S,0.0,2022-09-30
029N,0.0,2022-10-01
060E,0.0,2022-10-01
085S,0.0,2022-10-01
029N,0.0,2022-10-02
060E,0.0,2022-10-02
085S,0.0,2022-10-02
029N,0.0,2022-10-03
060E,0.0,2022-10-03
085S,0.0,2022-10-03
029N,0.0,2022-10-04
060E,0.0,2022-10-04
085S,0.0,2022-10-04
029N,0.0,2022-10-05
060E,0.0,2022-10-05
085S,0.0,2022-10-05
029N,0.0,2022-10-06
060E,0.13008125126361847,2022-10-06
085S,1.5723150968551636,2022-10-06
029N,0.30177465081214905,2022-10-07
060E,1.4064443111419678,2022-10-07
085S,1.7591440677642822,2022-10-07
029N,22.1125431060791,2022-10-08
060E,10.396125793457031,2022-10-08
085S,6.926155090332031,2022-10-08
029N,72.36079406738281,2022-10-09
060E,51.66120910644531,2022-10-09
085S,75.84610748291016,2022-10-09
029N,13.130971908569336,2022-10-10
060E,9.313304901123047,2022-10-10
085S,16.252525329589844,2022-10-10
029N,2.396873712539673,2022-10-11
060E,2.3541624546051025,2022-10-11
085S,2.0629947185516357,2022-10-11
029N,0.0,2022-10-12
060E,4.711573123931885,2022-10-12
085S,1.7107396125793457,2022-10-12
029N,0.0,2022-10-13
060E,0.0,2022-10-13
085S,0.0,2022-10-13
029N,0.0,2022-10-14
060E,0.0,2022-10-14
085S,0.0,2022-10-14
029N,0.0,2022-10-15
060E,0.0,2022-10-15
085S,0.0,2022-10-15
029N,0.0,2022-10-16
060E,0.0,2022-10-16
085S,0.0,2022-10-16
029N,0.0,2022-10-17
060E,0.0,2022-10-17
085S,0.0,2022-10-17
029N,0.0,2022-10-18
060E,0.0,2022-10-18
085S,0.0,2022-10-18
029N,0.0,2022-10-19
060E,0.0,2022-10-19
085S,0.0,2022-10-19
029N,0.0,2022-10-20
060E,0.0,2022-10-20
085S,0.0,2022-10-20
029N,0.0,2022-10-21
060E,0.0,2022-10-21
085S,0.0,2022-10-21
029N,0.0,2022-10-22
060E,0.0,2022-10-22
085S,0.0,2022-10-22
029N,0.0,2022-10-23
060E,0.0,2022-10-23
085S,0.0,2022-10-23
029N,0.0,2022-10-24
060E,0.0,2022-10-24
085S,0.0,2022-10-24
029N,0.0,2022-10-25
060E,0.0,2022-10-25
085S,0.0,2022-10-25
029N,0.0,2022-10-26
060E,0.0,2022-10-26
085S,0.0,2022-10-26
029N,0.0,2022-10-27
060E,0.0,2022-10-27
085S,0.0,2022-10-27
029N,0.0,2022-10-28
060E,0.0,2022-10-28
085S,0.0,2022-10-28
029N,0.0,2022-10-29
060E,0.0,2022-10-29
085S,0.0,2022-10-29
029N,0.0,2022-10-30
060E,0.0,2022-10-30
085S,0.0,2022-10-30
029N,0.0,2022-10-31
060E,0.0,2022-10-31
085S,0.0,2022-10-31
029N,0.0,2022-11-01
060E,0.0,2022-11-01
085S,0.0,2022-11-01
029N,0.0,2022-11-02
060E,0.0,2022-11-02
085S,0.0,2022-11-02
029N,0.0,2022-11-03
060E,0.0,2022-11-03
085S,0.0,2022-11-03
029N,0.0,2022-11-04
060E,0.0,2022-11-04
085S,0.0,2022-11-04
029N,0.0,2022-11-05
060E,0.0,2022-11-05
085S,0.0,2022-11-05
