ward_id,rainfall,date
029N,0.0,2025-02-07
060E,0.0,2025-02-07
085S,0.0,2025-02-07
029N,0.0,2025-02-08
060E,0.0,2025-02-08
085S,0.0,2025-02-08
029N,0.0,2025-02-09
060E,0.0,2025-02-09
085S,0.0,2025-02-09
029N,0.0,2025-02-10
060E,0.0,2025-02-10
085S,0.0,2025-02-10
029N,0.0,2025-02-11
060E,0.0,2025-02-11
085S,0.0,2025-02-11
029N,0.0,2025-02-12
060E,0.0,2025-02-12
085S,0.0,2025-02-12
029N,0.0,2025-02-13
060E,0.0,2025-02-13
085S,0.0,2025-02-13
029N,0.0,2025-02-14
060E,0.0,2025-02-14
085S,0.0,2025-02-14
029N,0.0,2025-02-15
060E,0.0,2025-02-15
085S,0.0,2025-02-15
029N,0.0,2025-02-16
060E,0.0,2025-02-16
085S,0.0,2025-02-16
029N,0.0,2025-02-17
060E,0.0,2025-02-17
085S,0.0,2025-02-17
029N,0.0,2025-02-18
060E,0.0,2025-02-18
085S,0.0,2025-02-18
029N,0.0,2025-02-19
060E,0.0,2025-02-19
085S,0.0,2025-02-19
029N,0.422961,2025-02-20
060E,0.3386889,2025-02-20
085S,2.963071,2025-02-20
029N,0.0,2025-02-21
060E,0.24712564,2025-02-21
085S,0.073660105,2025-02-21
029N,0.0,2025-02-22
060E,0.0,2025-02-22
085S,0.0,2025-02-22
029N,0.0,2025-02-23
060E,0.0,2025-02-23
085S,0.0,2025-02-23
029N,0.0,2025-02-24
060E,0.0,2025-02-24
085S,0.0,2025-02-24
029N,0.0,2025-02-25
060E,0.0,2025-02-25
085S,0.0,2025-02-25
029N,0.0,2025-02-26
060E,0.0,2025-02-26
085S,0.0,2025-02-26
029N,0.0,2025-02-27
060E,0.0,2025-02-27
085S,0.0,2025-02-27
029N,0.0,2025-02-28
060E,0.0,2025-02-28
085S,0.0,2025-02-28
029N,2.7406142,2025-03-01
060E,2.0829525,2025-03-01
085S,2.2124405,2025-03-01
029N,0.0,2025-03-02
060E,0.0,2025-03-02
085S,0.0,2025-03-02
029N,0.0,2025-03-03
060E,0.0,2025-03-03
085S,0.0,2025-03-03
029N,0.0,2025-03-04
060E,0.0,2025-03-04
085S,0.0,2025-03-04
029N,0.0,2025-03-05
060E,0.0,2025-03-05
085S,0.0,2025-03-05
029N,0.0,2025-03-06
060E,0.0,2025-03-06
085S,0.0,2025-03-06
029N,0.0,2025-03-07
060E,0.0,2025-03-07
085S,0.0,2025-03-07
029N,0.0,2025-03-08
060E,0.0,2025-03-08
085S,0.0,2025-03-08
029N,0.0,2025-03-09
060E,0.0,2025-03-09
085S,0.0,2025-03-09
029N,0.0,2025-03-10
060E,0.0,2025-03-10
085S,0.0,2025-03-10
029N,0.0,2025-03-11
060E,0.0,2025-03-11
085S,0.0,2025-03-11
029N,0.0,2025-03-12
060E,0.0,2025-03-12
085S,0.0,2025-03-12
029N,0.0,2025-03-13
060E,0.0,2025-03-13
085S,0.0,2025-03-13
029N,0.0,2025-03-14
060E,0.0,2025-03-14
085S,1.6420474,2025-03-14
029N,0.038915474,2025-03-15
060E,0.21791624,2025-03-15
085S,0.32791233,2025-03-15
029N,0.0,2025-03-16
060E,0.0,2025-03-16
085S,0.0,2025-03-16
029N,0.0,2025-03-17
060E,0.0,2025-03-17
085S,0.0,2025-03-17
029N,0.0,2025-03-18
060E,0.0,2025-03-18
085S,0.0,2025-03-18
029N,0.0,2025-03-19
060E,0.0,2025-03-19
085S,0.0,2025-03-19
029N,0.0,2025-03-20
060E,0.0,2025-03-20
085S,0.0,2025-03-20
029N,0.0,2025-03-21
060E,0.0,2025-03-21
085S,0.0,2025-03-21
029N,0.0,2025-03-22
060E,0.0,2025-03-22
085S,0.0,2025-03-22
029N,0.0,2025-03-23
060E,0.0,2025-03-23
085S,0.0,2025-03-23
029N,0.0,2025-03-24
060E,0.0,2025-03-24
085S,0.0,2025-03-24
029N,0.0,2025-03-25
060E,0.0,2025-03-25
085S,0.0,2025-03-25
029N,0.0,2025-03-26
060E,0.0,2025-03-26
085S,0.0,2025-03-26
029N,0.0,2025-03-27
060E,0.0,2025-03-27
085S,0.0,2025-03-27
029N,0.0,2025-03-28
060E,0.0,2025-03-28
085S,0.0,2025-03-28
029N,0.0,2025-03-29
060E,0.0,2025-03-29
085S,0.0,2025-03-29
029N,0.0,2025-03-30
060E,0.0,2025-03-30
085S,0.0,2025-03-30
029N,0.0,2025-03-31
060E,0.0,2025-03-31
085S,0.0,2025-03-31
029N,0.0,2025-04-01
060E,0.0,2025-04-01
085S,0.0,2025-04-01
029N,0.0,2025-04-02
060E,0.0,2025-04-02
085S,0.0,2025-04-02
029N,0.0,2025-04-03
060E,0.0,2025-04-03
085S,0.0,2025-04-03
029N,0.0,2025-04-04
060E,0.0,2025-04-04
085S,0.0,2025-04-04
029N,0.0,2025-04-05
060E,0.0,2025-04-05
085S,0.0,2025-04-05
029N,0.0,2025-04-06
060E,0.0,2025-04-06
085S,0.0,2025-04-06
029N,0.0,2025-04-07
060E,0.0,2025-04-07
085S,0.0,2025-04-07
029N,0.0,2025-04-08
060E,0.0,2025-04-08
085S,0.0,2025-04-08
029N,0.0,2025-04-09
060E,0.0,2025-04-09
085S,0.0,2025-04-09
029N,0.0,2025-04-10
060E,0.0,2025-04-10
085S,0.0,2025-04-10
029N,0.0,2025-04-11
060E,0.72638744,2025-04-11
085S,1.0930412,2025-04-11
029N,4.325765,2025-04-12
060E,2.3318987,2025-04-12
085S,0.6566532,2025-04-12
029N,0.0,2025-04-13
060E,0.0,2025-04-13
085S,0.0,2025-04-13
029N,0.0,2025-04-14
060E,0.0,2025-04-14
085S,0.0,2025-04-14
029N,0.0,2025-04-15
060E,0.0,2025-04-15
085S,0.0,2025-04-15
029N,0.0,2025-04-16
060E,0.0,2025-04-16
085S,0.0,2025-04-16
029N,0.0,2025-04-17
060E,0.0,2025-04-17
085S,0.0,2025-04-17
029N,0.0,2025-04-18
060E,0.0,2025-04-18
085S,0.0,2025-04-18
029N,1.9241304,2025-04-19
060E,1.020877,2025-04-19
085S,0.18296424,2025-04-19
029N,0.0,2025-04-20
060E,0.0,2025-04-20
085S,0.0,2025-04-20
029N,0.0,2025-04-21
060E,0.0,2025-04-21
085S,0.0,2025-04-21
029N,0.0,2025-04-22
060E,0.0,2025-04-22
085S,0.0,2025-04-22
029N,0.0,2025-04-23
060E,0.0,2025-04-23
085S,0.0,2025-04-23
029N,0.0,2025-04-24
060E,0.0,2025-04-24
085S,0.0,2025-04-24
029N,0.0,2025-04-25
060E,0.0,2025-04-25
085S,0.0,2025-04-25
029N,0.0,2025-04-26
060E,0.0,2025-04-26
085S,0.0,2025-04-26
029N,0.0,2025-04-27
060E,0.0,2025-04-27
085S,0.0,2025-04-27
029N,0.0,2025-04-28
060E,0.0,2025-04-28
085S,0.0,2025-04-28
029N,0.0,2025-04-29
060E,0.0,2025-04-29
085S,0.0,2025-04-29
029N,0.0,2025-04-30
060E,0.0,2025-04-30
085S,0.0,2025-04-30
029N,0.0,2025-05-01
060E,0.0,2025-05-01
085S,0.0,2025-05-01
029N,39.22529,2025-05-02
060E,15.474606,2025-05-02
085S,17.60513,2025-05-02
029N,1.5933088,2025-05-03
060E,0.4163396,2025-05-03
085S,0.0,2025-05-03
029N,0.100935146,2025-05-04
060E,0.10102553,2025-05-04
085S,0.109304115,2025-05-04
029N,0.0,2025-05-05
060E,0.07263874,2025-05-05
085S,0.109304115,2025-05-05
029N,0.0,2025-05-06
060E,0.0,2025-05-06
085S,5.4734907,2025-05-06
029N,0.0,2025-05-07
060E,0.0,2025-05-07
085S,0.0,2025-05-07
029N,0.0,2025-05-08
060E,5.9436965,2025-05-08
085S,5.36539,2025-05-08
029N,0.0,2025-05-09
060E,1.0611414,2025-05-09
085S,0.40394455,2025-05-09
029N,0.0,2025-05-10
060E,0.0,2025-05-10
085S,0.0,2025-05-10
029N,1.6122491,2025-05-11
060E,1.961246,2025-05-11
085S,2.951211,2025-05-11
029N,0.0,2025-05-12
060E,0.0,2025-05-12
085S,0.0,2025-05-12
029N,0.0,2025-05-13
060E,0.0,2025-05-13
085S,0.0,2025-05-13
029N,2.705273,2025-05-14
060E,2.59153,2025-05-14
085S,4.453996,2025-05-14
029N,0.0,2025-05-15
060E,0.0,2025-05-15
085S,0.0,2025-05-15
029N,0.0,2025-05-16
060E,0.0,2025-05-16
085S,0.0,2025-05-16
029N,2.6071181,2025-05-17
060E,0.30279243,2025-05-17
085S,2.7367454,2025-05-17
029N,2.8086848,2025-05-18
060E,2.3942199,2025-05-18
085S,2.4921336,2025-05-18
029N,0.0,2025-05-19
060E,0.0,2025-05-19
085S,0.0,2025-05-19
029N,0.0,2025-05-20
060E,0.0,2025-05-20
085S,0.0,2025-05-20
029N,0.0,2025-05-21
060E,0.0,2025-05-21
085S,0.0,2025-05-21
029N,2.9801762,2025-05-22
060E,4.244777,2025-05-22
085S,12.34867,2025-05-22
029N,0.0,2025-05-23
060E,0.0,2025-05-23
085S,0.0,2025-05-23
029N,0.0,2025-05-24
060E,0.0,2025-05-24
085S,0.0,2025-05-24
029N,38.731647,2025-05-25
060E,22.453161,2025-05-25
085S,14.707966,2025-05-25
029N,0.0,2025-05-26
060E,0.0,2025-05-26
085S,2.7367454,2025-05-26
029N,0.0,2025-05-27
060E,0.0,2025-05-27
085S,0.0,2025-05-27
029N,0.0,2025-05-28
060E,0.0,2025-05-28
085S,0.0,2025-05-28
029N,0.0,2025-05-29
060E,0.0,2025-05-29
085S,0.0,2025-05-29
029N,0.80748117,2025-05-30
060E,0.73556554,2025-05-30
085S,0.7651288,2025-05-30
029N,0.0,2025-05-31
060E,0.0,2025-05-31
085S,0.0,2025-05-31
029N,0.1556619,2025-06-01
060E,0.0,2025-06-01
085S,0.0,2025-06-01
029N,5.7674537,2025-06-02
060E,2.0742774,2025-06-02
085S,2.49307,2025-06-02
029N,0.0,2025-06-03
060E,0.0,2025-06-03
085S,0.0,2025-06-03
029N,0.0,2025-06-04
060E,0.0,2025-06-04
085S,0.0,2025-06-04
029N,0.0,2025-06-05
060E,0.0,2025-06-05
085S,0.0,2025-06-05
029N,0.0,2025-06-06
060E,0.0,2025-06-06
085S,0.0,2025-06-06
029N,0.0,2025-06-07
060E,0.0,2025-06-07
085S,0.0,2025-06-07
029N,0.0,2025-06-08
060E,0.0,2025-06-08
085S,0.0,2025-06-08
029N,0.0,2025-06-09
060E,0.0,2025-06-09
085S,0.0,2025-06-09
029N,0.0,2025-06-10
060E,0.0,2025-06-10
085S,0.0,2025-06-10
029N,0.0,2025-06-11
060E,0.0,2025-06-11
085S,0.0,2025-06-11
029N,0.0,2025-06-12
060E,0.0,2025-06-12
085S,0.0,2025-06-12
029N,0.0,2025-06-13
060E,0.0,2025-06-13
085S,0.0,2025-06-13
029N,0.0,2025-06-14
060E,0.0,2025-06-14
085S,0.0,2025-06-14
029N,8.471352,2025-06-15
060E,1.8944945,2025-06-15
085S,1.8589985,2025-06-15
029N,0.0,2025-06-16
060E,0.0,2025-06-16
085S,0.0,2025-06-16
029N,0.038915474,2025-06-17
060E,0.0,2025-06-17
085S,0.0,2025-06-17
029N,19.219912,2025-06-18
060E,6.339819,2025-06-18
085S,7.2024593,2025-06-18
029N,0.0,2025-06-19
060E,0.0,2025-06-19
085S,0.0,2025-06-19
029N,0.0,2025-06-20
060E,0.0,2025-06-20
085S,0.0,2025-06-20
029N,2.0859928,2025-06-21
060E,0.5866603,2025-06-21
085S,0.0,2025-06-21
029N,0.34450963,2025-06-22
060E,0.0,2025-06-22
085S,0.0,2025-06-22
029N,0.0,2025-06-23
060E,0.0,2025-06-23
085S,0.0,2025-06-23
029N,0.3793073,2025-06-24
060E,0.07263874,2025-06-24
085S,0.109304115,2025-06-24
029N,0.3764582,2025-06-25
060E,1.5014768,2025-06-25
085S,0.455023,2025-06-25
029N,0.0,2025-06-26
060E,0.0,2025-06-26
085S,0.5473491,2025-06-26
029N,0.0,2025-06-27
060E,0.0,2025-06-27
085S,0.0,2025-06-27
029N,0.0,2025-06-28
060E,0.0,2025-06-28
085S,0.0,2025-06-28
029N,1.7901118,2025-06-29
060E,4.155398,2025-06-29
085S,8.095018,2025-06-29
029N,14.27068,2025-06-30
060E,14.973076,2025-06-30
085S,4.3879423,2025-06-30
029N,6.229139,2025-07-01
060E,2.775965,2025-07-01
085S,0.9884813,2025-07-01
029N,0.13395977,2025-07-02
060E,0.23684077,2025-07-02
085S,0.32791233,2025-07-02
029N,0.12026816,2025-07-03
060E,0.07263874,2025-07-03
085S,1.2040023,2025-07-03
029N,0.0,2025-07-04
060E,0.49425128,2025-07-04
085S,0.14732021,2025-07-04
029N,7.6720715,2025-07-05
060E,4.476706,2025-07-05
085S,0.109304115,2025-07-05
029N,2.4430804,2025-07-06
060E,0.07263874,2025-07-06
085S,0.6566532,2025-07-06
029N,5.237092,2025-07-07
060E,3.1711066,2025-07-07
085S,13.226508,2025-07-07
029N,0.32595825,2025-07-08
060E,0.12941232,2025-07-08
085S,0.109304115,2025-07-08
029N,1.2186325,2025-07-09
060E,0.5582819,2025-07-09
085S,1.1679134,2025-07-09
029N,51.429718,2025-07-10
060E,19.643919,2025-07-10
085S,5.894179,2025-07-10
029N,3.8070357,2025-07-11
060E,0.84270984,2025-07-11
085S,1.2031738,2025-07-11
029N,1.1813203,2025-07-12
060E,0.6092126,2025-07-12
085S,9.304107,2025-07-12
029N,1.7902093,2025-07-13
060E,0.36625308,2025-07-13
085S,1.5319147,2025-07-13
029N,4.6122503,2025-07-14
060E,1.3895453,2025-07-14
085S,7.4093504,2025-07-14
029N,9.16774,2025-07-15
060E,1.0414174,2025-07-15
085S,8.866061,2025-07-15
029N,0.116746426,2025-07-16
060E,1.0319319,2025-07-16
085S,0.6581968,2025-07-16
029N,1.6690348,2025-07-17
060E,0.23684077,2025-07-17
085S,2.5173087,2025-07-17
029N,7.43757,2025-07-18
060E,3.4470978,2025-07-18
085S,0.73005474,2025-07-18
029N,6.2454762,2025-07-19
060E,4.3865542,2025-07-19
085S,2.547919,2025-07-19
029N,0.0,2025-07-20
060E,0.0,2025-07-20
085S,0.0,2025-07-20
029N,0.0,2025-07-21
060E,0.0,2025-07-21
085S,0.0,2025-07-21
029N,21.801992,2025-07-22
060E,7.0568485,2025-07-22
085S,0.48230666,2025-07-22
029N,18.812416,2025-07-23
060E,9.140994,2025-07-23
085S,10.350409,2025-07-23
029N,3.5910258,2025-07-24
060E,2.6333432,2025-07-24
085S,7.9486623,2025-07-24
029N,0.07783095,2025-07-25
060E,0.0,2025-07-25
085S,0.0,2025-07-25
029N,4.60986,2025-07-26
060E,0.54632026,2025-07-26
085S,0.7651288,2025-07-26
029N,0.0,2025-07-27
060E,0.0,2025-07-27
085S,0.0,2025-07-27
029N,0.0,2025-07-28
060E,0.0,2025-07-28
085S,0.0,2025-07-28
029N,2.000327,2025-07-29
060E,4.9694138,2025-07-29
085S,7.8779545,2025-07-29
029N,59.04208,2025-07-30
060E,19.631365,2025-07-30
085S,13.432539,2025-07-30
029N,14.983742,2025-07-31
060E,9.831348,2025-07-31
085S,16.478664,2025-07-31
029N,26.261467,2025-08-01
060E,7.5609164,2025-08-01
085S,26.30031,2025-08-01
029N,2.5659153,2025-08-02
060E,0.0,2025-08-02
085S,0.0,2025-08-02
029N,20.916386,2025-08-03
060E,9.954613,2025-08-03
085S,13.879446,2025-08-03
029N,0.0,2025-08-04
060E,0.0,2025-08-04
085S,1.3317562,2025-08-04
029N,4.151259,2025-08-05
060E,0.7600998,2025-08-05
085S,0.14732021,2025-08-05
029N,0.23349285,2025-08-06
060E,0.0,2025-08-06
085S,0.0,2025-08-06
029N,0.0,2025-08-07
060E,0.0,2025-08-07
085S,0.0,2025-08-07
029N,0.0,2025-08-08
060E,0.0,2025-08-08
085S,0.0,2025-08-08
029N,42.71704,2025-08-09
060E,23.578249,2025-08-09
085S,47.58899,2025-08-09
029N,21.692968,2025-08-10
060E,6.878437,2025-08-10
085S,20.245687,2025-08-10
029N,0.0,2025-08-11
060E,0.0,2025-08-11
085S,0.0,2025-08-11
029N,17.330889,2025-08-12
060E,13.30958,2025-08-12
085S,18.383207,2025-08-12
029N,0.38657585,2025-08-13
060E,0.037849054,2025-08-13
085S,1.0946982,2025-08-13
029N,21.999495,2025-08-14
060E,10.668688,2025-08-14
085S,22.587208,2025-08-14
029N,34.06014,2025-08-15
060E,5.372299,2025-08-15
085S,41.11284,2025-08-15
029N,6.165773,2025-08-16
060E,11.484169,2025-08-16
085S,28.877022,2025-08-16
029N,2.3646,2025-08-17
060E,0.7133067,2025-08-17
085S,0.48230666,2025-08-17
029N,4.0526943,2025-08-18
060E,2.3592546,2025-08-18
085S,0.5536745,2025-08-18
029N,0.60561085,2025-08-19
060E,0.17032073,2025-08-19
085S,0.0,2025-08-19
029N,1.0093515,2025-08-20
060E,2.4930093,2025-08-20
085S,2.6297,2025-08-20
029N,0.037005592,2025-08-21
060E,0.043757755,2025-08-21
085S,0.0,2025-08-21
029N,7.3299046,2025-08-22
060E,2.4647143,2025-08-22
085S,0.0,2025-08-22
029N,3.4453638,2025-08-23
060E,5.5895553,2025-08-23
085S,10.059293,2025-08-23
029N,22.15592,2025-08-24
060E,9.861278,2025-08-24
085S,7.138122,2025-08-24
029N,7.4999337,2025-08-25
060E,3.9970908,2025-08-25
085S,4.126799,2025-08-25
029N,8.120908,2025-08-26
060E,5.158225,2025-08-26
085S,7.010037,2025-08-26
029N,12.168615,2025-08-27
060E,8.204643,2025-08-27
085S,18.477041,2025-08-27
029N,7.9228725,2025-08-28
060E,2.0784204,2025-08-28
085S,35.387466,2025-08-28
029N,12.717828,2025-08-29
060E,5.282953,2025-08-29
085S,1.3922982,2025-08-29
029N,8.902061,2025-08-30
060E,4.167665,2025-08-30
085S,4.6604857,2025-08-30
029N,1.882291,2025-08-31
060E,3.3071606,2025-08-31
085S,2.4578764,2025-08-31
029N,0.7723741,2025-09-01
060E,1.7673253,2025-09-01
085S,0.80191267,2025-09-01
029N,37.69879,2025-09-02
060E,14.990553,2025-09-02
085S,30.671972,2025-09-02
029N,23.722517,2025-09-03
060E,14.873389,2025-09-03
085S,9.734151,2025-09-03
029N,44.121586,2025-09-04
060E,20.78052,2025-09-04
085S,17.620222,2025-09-04
029N,3.205565,2025-09-05
060E,4.0611115,2025-09-05
085S,4.2118645,2025-09-05
029N,1.7211325,2025-09-06
060E,1.0847571,2025-09-06
085S,3.502703,2025-09-06
029N,2.670684,2025-09-07
060E,4.7763915,2025-09-07
085S,4.2580853,2025-09-07
029N,0.3764582,2025-09-08
060E,1.4864873,2025-09-08
085S,1.3270837,2025-09-08
029N,0.3764582,2025-09-09
060E,0.26584852,2025-09-09
085S,0.0,2025-09-09
029N,0.0,2025-09-10
060E,0.0,2025-09-10
085S,0.0,2025-09-10
029N,0.0,2025-09-11
060E,0.0,2025-09-11
085S,0.0,2025-09-11
029N,0.0,2025-09-12
060E,0.0,2025-09-12
085S,0.0,2025-09-12
029N,0.0,2025-09-13
060E,0.0,2025-09-13
085S,0.0,2025-09-13
029N,0.0,2025-09-14
060E,0.0,2025-09-14
085S,0.0,2025-09-14
029N,0.0,2025-09-15
060E,0.0,2025-09-15
085S,0.0,2025-09-15
029N,0.0,2025-09-16
060E,0.0,2025-09-16
085S,0.0,2025-09-16
029N,0.0,2025-09-17
060E,0.0,2025-09-17
085S,0.0,2025-09-17
029N,5.730928,2025-09-18
060E,3.957483,2025-09-18
085S,17.00241,2025-09-18
029N,3.0428092,2025-09-19
060E,0.0,2025-09-19
085S,0.0,2025-09-19
029N,0.0,2025-09-20
060E,0.0,2025-09-20
085S,0.0,2025-09-20
029N,0.0,2025-09-21
060E,0.0,2025-09-21
085S,0.0,2025-09-21
029N,0.0,2025-09-22
060E,0.0,2025-09-22
085S,0.0,2025-09-22
029N,0.0,2025-09-23
060E,0.0,2025-09-23
085S,0.0,2025-09-23
029N,0.0,2025-09-24
060E,0.0,2025-09-24
085S,0.0,2025-09-24
029N,0.0,2025-09-25
060E,0.0,2025-09-25
085S,0.0,2025-09-25
029N,0.0,2025-09-26
060E,0.0,2025-09-26
085S,0.0,2025-09-26
029N,0.0,2025-09-27
060E,0.0,2025-09-27
085S,0.0,2025-09-27
029N,0.0,2025-09-28
060E,0.0,2025-09-28
085S,0.0,2025-09-28
029N,0.0,2025-09-29
060E,0.0,2025-09-29
085S,0.0,2025-09-29
029N,0.0,2025-09-30
060E,0.0,2025-09-30
085S,0.0,2025-09-30
029N,36.21341,2025-10-01
060E,10.476669,2025-10-01
085S,17.371685,2025-10-01
029N,0.0,2025-10-02
060E,0.0,2025-10-02
085S,0.0,2025-10-02
029N,7.5113063,2025-10-03
060E,3.25151,2025-10-03
085S,2.1860824,2025-10-03
029N,0.0,2025-10-04
060E,0.0,2025-10-04
085S,0.0,2025-10-04
029N,0.0,2025-10-05
060E,0.0,2025-10-05
085S,0.0,2025-10-05
029N,6.5647807,2025-10-06
060E,4.160545,2025-10-06
085S,2.2038887,2025-10-06
029N,10.925044,2025-10-07
060E,5.4693503,2025-10-07
085S,14.170967,2025-10-07
029N,22.501345,2025-10-08
060E,12.474754,2025-10-08
085S,11.917659,2025-10-08
029N,0.0,2025-10-09
060E,0.0,2025-10-09
085S,0.0,2025-10-09
029N,0.0,2025-10-10
060E,0.0,2025-10-10
085S,0.0,2025-10-10
029N,0.0,2025-10-11
060E,0.0,2025-10-11
085S,0.0,2025-10-11
029N,0.0,2025-10-12
060E,0.0,2025-10-12
085S,0.0,2025-10-12
029N,0.0,2025-10-13
060E,0.0,2025-10-13
085S,0.0,2025-10-13
029N,0.0,2025-10-14
060E,0.0,2025-10-14
085S,0.0,2025-10-14
029N,0.0,2025-10-15
060E,0.0,2025-10-15
085S,0.0,2025-10-15
029N,0.0,2025-10-16
060E,0.0,2025-10-16
085S,0.0,2025-10-16
029N,0.0,2025-10-17
060E,0.0,2025-10-17
085S,0.0,2025-10-17
029N,0.0,2025-10-18
060E,0.0,2025-10-18
085S,0.0,2025-10-18
029N,0.0,2025-10-19
060E,0.0,2025-10-19
085S,0.0,2025-10-19
029N,0.0,2025-10-20
060E,0.0,2025-10-20
085S,0.0,2025-10-20
029N,0.0,2025-10-21
060E,0.0,2025-10-21
085S,0.0,2025-10-21
029N,0.0,2025-10-22
060E,0.0,2025-10-22
085S,0.0,2025-10-22
029N,0.0,2025-10-23
060E,0.0,2025-10-23
085S,0.0,2025-10-23
029N,0.0,2025-10-24
060E,0.0,2025-10-24
085S,0.0,2025-10-24
029N,0.0,2025-10-25
060E,0.0,2025-10-25
085S,0.0,2025-10-25
029N,0.0,2025-10-26
060E,0.0,2025-10-26
085S,0.0,2025-10-26
029N,0.0,2025-10-27
060E,0.0,2025-10-27
085S,0.0,2025-10-27
029N,0.0,2025-10-28
060E,0.0,2025-10-28
085S,0.0,2025-10-28
029N,0.0,2025-10-29
060E,0.0,2025-10-29
085S,0.0,2025-10-29
029N,0.0,2025-10-30
060E,0.0,2025-10-30
085S,0.0,2025-10-30
029N,0.0,2025-10-31
060E,0.0,2025-10-31
085S,0.0,2025-10-31
029N,0.0,2025-11-01
060E,0.0,2025-11-01
085S,0.0,2025-11-01
029N,0.0,2025-11-02
060E,0.0,2025-11-02
085S,0.0,2025-11-02
029N,0.0,2025-11-03
060E,0.0,2025-11-03
085S,0.0,2025-11-03
029N,0.0,2025-11-04
060E,0.0,2025-11-04
085S,0.0,2025-11-04
029N,0.0,2025-11-05
060E,0.0,2025-11-05
085S,0.0,2025-11-05
029N,0.0,2025-11-06
060E,0.0,2025-11-06
085S,0.0,2025-11-06
029N,0.0,2025-11-07
060E,0.0,2025-11-07
085S,0.0,2025-11-07
029N,0.0,2025-11-08
060E,0.0,2025-11-08
085S,0.0,2025-11-08
029N,0.0,2025-11-09
060E,0.0,2025-11-09
085S,0.0,2025-11-09
029N,0.0,2025-11-10
060E,0.0,2025-11-10
085S,0.0,2025-11-10
029N,0.0,2025-11-11
060E,0.0,2025-11-11
085S,0.0,2025-11-11
029N,0.0,2025-11-12
060E,0.0,2025-11-12
085S,0.0,2025-11-12
029N,0.0,2025-11-13
060E,0.0,2025-11-13
085S,0.0,2025-11-13
029N,0.0,2025-11-14
060E,0.0,2025-11-14
085S,0.0,2025-11-14
029N,0.0,2025-11-15
060E,0.0,2025-11-15
085S,0.0,2025-11-15
029N,0.0,2025-11-16
060E,0.0,2025-11-16
085S,0.0,2025-11-16
029N,0.0,2025-11-17
060E,0.0,2025-11-17
085S,0.0,2025-11-17
029N,0.0,2025-11-18
060E,0.0,2025-11-18
085S,0.0,2025-11-18
029N,0.0,2025-11-19
060E,0.0,2025-11-19
085S,0.0,2025-11-19
029N,0.0,2025-11-20
